1	1	2	23	22	0	0	0	0	0
2	2	3	24	23	0	0	0	0	0
3	3	4	25	24	0	0	0	0	0
4	4	5	26	25	0	0	0	0	0
5	5	6	27	26	0	0	0	0	0
6	6	7	28	27	0	0	0	0	0
7	7	8	29	28	0	0	0	0	0
8	8	9	30	29	0	0	0	0	0
9	9	10	31	30	0	0	0	0	0
10	10	11	32	31	0	0	0	0	0
11	11	12	33	32	0	0	0	0	0
12	12	13	34	33	0	0	0	0	0
13	13	14	35	34	0	0	0	0	0
14	14	15	36	35	0	0	0	0	0
15	15	16	37	36	0	0	0	0	0
16	16	17	38	37	0	0	0	0	0
17	17	18	39	38	0	0	0	0	0
18	18	19	40	39	0	0	0	0	0
19	19	20	41	40	0	0	0	0	0
20	20	21	42	41	0	0	0	0	0
21	22	23	44	43	0	0	0	0	0
22	23	24	45	44	0	0	0	0	0
23	24	25	46	45	0	0	0	0	0
24	25	26	47	46	0	0	0	0	0
25	26	27	48	47	0	0	0	0	0
26	27	28	49	48	0	0	0	0	0
27	28	29	50	49	0	0	0	0	0
28	29	30	51	50	0	0	0	0	0
29	30	31	52	51	0	0	0	0	0
30	31	32	53	52	0	0	0	0	0
31	32	33	54	53	0	0	0	0	0
32	33	34	55	54	0	0	0	0	0
33	34	35	56	55	0	0	0	0	0
34	35	36	57	56	0	0	0	0	0
35	36	37	58	57	0	0	0	0	0
36	37	38	59	58	0	0	0	0	0
37	38	39	60	59	0	0	0	0	0
38	39	40	61	60	0	0	0	0	0
39	40	41	62	61	0	0	0	0	0
40	41	42	63	62	0	0	0	0	0
41	43	44	65	64	0	0	0	0	0
42	44	45	66	65	0	0	0	0	0
43	45	46	67	66	0	0	0	0	0
44	46	47	68	67	0	0	0	0	0
45	47	48	69	68	0	0	0	0	0
46	48	49	70	69	0	0	0	0	0
47	49	50	71	70	0	0	0	0	0
48	50	51	72	71	0	0	0	0	0
49	51	52	73	72	0	0	0	0	0
50	52	53	74	73	0	0	0	0	0
51	53	54	75	74	0	0	0	0	0
52	54	55	76	75	0	0	0	0	0
53	55	56	77	76	0	0	0	0	0
54	56	57	78	77	0	0	0	0	0
55	57	58	79	78	0	0	0	0	0
56	58	59	80	79	0	0	0	0	0
57	59	60	81	80	0	0	0	0	0
58	60	61	82	81	0	0	0	0	0
59	61	62	83	82	0	0	0	0	0
60	62	63	84	83	0	0	0	0	0
61	64	65	86	85	0	0	0	0	0
62	65	66	87	86	0	0	0	0	0
63	66	67	88	87	0	0	0	0	0
64	67	68	89	88	0	0	0	0	0
65	68	69	90	89	0	0	0	0	0
66	69	70	91	90	0	0	0	0	0
67	70	71	92	91	0	0	0	0	0
68	71	72	93	92	0	0	0	0	0
69	72	73	94	93	0	0	0	0	0
70	73	74	95	94	0	0	0	0	0
71	74	75	96	95	0	0	0	0	0
72	75	76	97	96	0	0	0	0	0
73	76	77	98	97	0	0	0	0	0
74	77	78	99	98	0	0	0	0	0
75	78	79	100	99	0	0	0	0	0
76	79	80	101	100	0	0	0	0	0
77	80	81	102	101	0	0	0	0	0
78	81	82	103	102	0	0	0	0	0
79	82	83	104	103	0	0	0	0	0
80	83	84	105	104	0	0	0	0	0
