			
1	2	8	7
2	3	9	8
3	4	10	9
4	5	11	10
5	6	12	11
7	8	14	13
8	9	15	14
9	10	16	15
10	11	17	16
11	12	18	17
19	20	26	25
20	21	27	26
21	22	28	27
22	23	29	28
23	24	30	29
25	26	32	31
26	27	33	32
27	28	34	33
28	29	35	34
29	30	36	35
31	32	38	37
32	33	39	38
33	34	40	39
34	35	41	40
35	36	42	41
37	38	44	43
38	39	45	44
39	40	46	45
40	41	47	46
41	42	48	47
43	44	50	49
44	45	51	50
45	46	52	51
46	47	53	52
47	48	54	53
49	50	56	55
50	51	57	56
51	52	58	57
52	53	59	58
53	54	60	59
55	56	62	61
56	57	63	62
57	58	64	63
58	59	65	64
59	60	66	65
61	62	68	67
62	63	69	68
63	64	70	69
64	65	71	70
65	66	72	71
67	68	74	73
68	69	75	74
69	70	76	75
70	71	77	76
71	72	78	77
73	74	80	79
74	75	81	80
75	76	82	81
76	77	83	82
77	78	84	83
79	80	86	85
80	81	87	86
81	82	88	87
82	83	89	88
83	84	90	89
85	86	2	1
86	87	3	2
87	88	4	3
88	89	5	4
89	90	6	5
